"id_curso","nome_curso","eixos_tematicos","competencias","certificador","conteudista","carga_horaria","disponibilidade_dias","tipo_oferta","apresentacao","publico_alvo","conteudo_programatico","data_lancamento"
"1060","Boas Práticas para o Licenciamento Municipal de Obras e Construções","Governo e Transformação Digital","Mentalidade digital / Comunicação estratégica","Enap - Escola Nacional de Administração Pública","Ministério do Desenvolvimento, Indústria, Comércio e Serviços","10","30","Curso Aberto","Neste curso, você conhecerá as boas práticas de licenciamento para obras e construções implementadas por prefeituras de diferentes municípios brasileiros que possibilitaram o alcance de benefícios e oportunidades aos setores público e privado, por meio da simplificação de normas urbanísticas, desburocratização e racionalização dos processos relacionados. Saiba mais e inscreva-se.","Agentes públicos, profissionais que atuam área do assunto abordado e demais pessoas interessadas."," Legislação, regulação urbana e as regras para construção nos municípios Mapear, analisar e melhorar os fluxos do processo de licenciamento Racionalizar os exames documentais e a análise de projetos e os canais de interação, comunicação, informação e atendimento ao cidadão Relação com órgãos externos à administração pública municipal e a fiscalização e vistoria da execução das obras Habite-se, Certificado de Conclusão de Obra e as taxas de licenciamento e de alvarás para construção Digitalização do licenciamento e as soluções de TICs Democratizar: viabilizando a simplificação e a desburocratização Iniciativas externas às prefeituras e os desafios a serem enfrentados","01/03/24"
"1174","Introdução à Ciência de Dados - Modelos de Agrupamento","Análise e Ciência de Dados",NULL,"Enap - Escola Nacional de Administração Pública","Serviço Federal de Processamento de Dados","4","10","Curso Aberto","Este curso ensina os conceitos básicos de Ciência de Dados, especialmente sobre o agrupamento de dados, como o algoritmo K-Means. O objetivo é dar uma capacitação básica para atender às demandas imediatas, ajudando os profissionais a criar modelos que auxiliem na tomada de decisões. Quer saber mais? Inscreva-se","Servidores públicos e todo cidadão interessado na temática. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo único - Agrupamento e o agrupador K-Means","29/07/24"
"790","Reuniões produtivas","Estratégia e Planejamento / Gestão Pública","Gestão para resultados / Engajamento de pessoas e equipes","Enap - Escola Nacional de Administração Pública","Câmara dos Deputados","5","30","Curso Aberto","O curso foi desenvolvido com foco na necessidade de desenvolver conceitos, procedimentos e ferramentas a serem aplicados para melhorar a produtividade de reuniões.","Profissionais dos órgãos e entidades da Administração Federal direta, autárquica e fundacional. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Apresentação. Princípios gerais. Conceitos básicos. Correlação de ideias errôneas. Atividade Fechamento e créditos","26/04/22"
"813","UX Writing para Transformação Digital","Comunicação / Governo e Transformação Digital","Foco nos resultados para os cidadãos / Comunicação estratégica / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Secretaria de Governo Digital","25","30","Curso Aberto","Para que o uso de produtos ou serviços tenha como resultado uma experiência positiva, é preciso desenvolvê-los com foco na experiência do usuário. Nesse sentido, o UX Writing é uma ferramenta muito importante para proporcionar experiências satisfatórias que possam engajar o cidadão. Você já conhece esse tipo de escrita? Que tal se inscrever neste curso para buscar uma diferenciação por meio da experiência que você oferece ao público?","Agentes públicos e profissionais interessados na escrita para experiência do usuário. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Contextualizando o UX Design na Transformação Digital UX Writing: o Texto na Experiência do Usuário Como fazer UX Writing? O UX Writing na Administração Pública","29/11/22"
"1120","Mulheres na liderança: potencialize suas habilidades e impulsione a mudança","Liderança",NULL,"Enap - Escola Nacional de Administração Pública","Banco Interamericano de Desenvolvimento","30","30","Curso Aberto","O curso Mulheres na liderança: potencialize suas habilidades e impulsione a mudança foi desenvolvido pelo Banco Interamericano de Desenvolvimento (BID). O curso foi desenvolvido com foco na necessidade de promover a inclusão e a liderança das mulheres em diferentes ambientes, potencializar suas habilidades de liderança e impulsionar mudanças em suas carreiras.","O curso Mulheres na liderança: potencialize suas habilidades e impulsione a mudança destina-se às mulheres da América Latina e Caribe. Servidores públicos de qualquer esfera e Poder, bem como cidadãos em geral, estão autorizados a realizar o curso."," Liderança sob uma perspectiva de gênero Autoconhecimento para a liderança Inteligência Emocional, confiança e resiliência Comunicação persuasiva e de alto impacto","20/03/24"
"422","Administração Pública e Contexto Institucional Contemporâneo","Estratégia e Planejamento","Visão sistêmica / Visão de futuro","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","20","30","Curso Aberto","O curso em 2020 pela Enap e integra o Programa de Desenvolvimento de Gerentes Operacionais (PDGO), e tem como desafio compreender a Administração Pública enquanto área do conhecimento e de práticas profissionais voltadas para a gestão das organizações que a integram. Para tanto, vamos associar o processo de consolidação desse tema ao seu campo de aplicação: o Estado.","Servidores públicos e demais interessados na temática. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," A formação do Estado contemporâneo. Mudanças recentes no campo da Administração Pública e seus impactos no Brasil.","01/09/21"
"493","Ampliação da Capacidade de Investimentos do Município","Transparência, Controle e Participação / Água e Saneamento",NULL,"Enap - Escola Nacional de Administração Pública","Secretaria Especial de Assuntos Federativos","7","30","Curso Aberto","Você conhece o que são os consórcios públicos e quais são as etapas de formação de um consórcio público intermunicipal? Este curso busca as vantagens e os desafios/problemas de um consórcio público. Se inscreva e venha conhecer as regras básicas de funcionamento de um consórcio e compreender a criação do PPI e o processo para inscrição do município e a governança da estruturação por meio do PPI.","Gestores municipais, em especial. Agentes públicos, de qualquer esfera e Poder. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Consórcios Públicos Intermunicipais - unindo forças para reduzir custos para o município Parcerias Público-Privadas e Concessões - buscando investidores para solucionar problemas do município Principais Setores de Interesse Municipal para PPPs e Concessões Programa de Parcerias e Investimentos – PPI.","21/12/21"
"488","Comunicação Pública e Comunicação de Governo","Comunicação / Gestão Pública / Gestão da Informação e do Conhecimento","Comunicação","Enap - Escola Nacional de Administração Pública","Secretaria Especial de Assuntos Federativos","10","30","Curso Aberto","Neste curso, você irá conhecer o conceito de comunicação pública e suas especificidades e compreenderá como estruturar um departamento de comunicação para lidar com as particularidades desse setor. Além disso, identificará o impacto das mídias digitais e das fake news na gestão pública e os elementos essenciais para articular um adequado planejamento da comunicação. Saiba mais!","Profissionais que atuam na área de comunicação pública e demais interessados na área. Curso aberto, gratuito e com certificado; qualquer pessoa pode se inscrever."," Introdução à comunicação e conceitos básicos da comunicação pública e organizacional Comunicação na gestão Crises Comunicação Pública: especificidades e alertas na web Gestão estratégica da comunicação.","06/07/22"
"540","Voluntariado no ICMBio: Manejo Integrado do Fogo","Direitos Humanos e Cidadania / Meio Ambiente","Trabalho em equipe / Gestão de crises","Enap - Escola Nacional de Administração Pública","Instituto Chico Mendes de Conservação da Biodiversidade","22","30","Curso Aberto","Se você tem interesse em atuar como voluntário no ICMBio, este curso é perfeito para você! Temos a missão de proteger nossas Unidades de Conservação, para isso contamos muito com as ações de voluntárias e voluntários, pois reconhecemos que essa ajuda é muito importante para que as ações relacionadas ao fogo e à prevenção e combate aos incêndios florestais sejam mais efetivas.","Pessoas interessadas em atuar como voluntários no ICMBio na área temática de Proteção Ambiental, especificamente na prevenção e combate a incêndios a partir de uma perspectiva de Manejo Integrado do Fogo. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Voluntariado na Proteção Ambiental Voluntariado no Manejo Integrado do Fogo Atuação do Voluntário.","13/10/22"
"437","Fundamentos da Gestão da Logística Pública","Água e Saneamento / Logística e Compras Públicas",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","20","30","Curso Aberto","Este curso tem como foco a necessidade de atender os servidores públicos que buscam as informações que norteiam a gestão da logística pública, tendo como objetivo familiarizar os servidores públicos com os conceitos da gestão de logística pública e os processos licitatórios para contratação de bens e serviços pela Administração.","Este curso destina-se a agentes públicos envolvidos nos processos de licitações e logística. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Noções básicas sobre licitações e logística; Princípios aplicados às licitações; O procedimento licitatório; Contratos administrativos.","01/11/21"
